Sample	Study	Site	Site latitude	Site longitude	Country	Year	ENA	All samples same individual	% callable	location_id	continent	date_of_collection	doc_accuracy	partner_sample_id	derivative_sample_id	original_sample_id	sampling_event_id	individual_id	mean_coverage	bases_no_coverage_percent	bases_low_coverage_percent	bases_excessive_coverage_percent	bases_poor_mapping_quality_percent	bases	bases_of_1X_coverage	bases_of_5X_coverage	bases_duplicated	mean_insert_size	sd_insert_size	avg_read_length	error_rate	average_quality	reads_mapped	reads_properly_paired	genome_50pc_callable	preferred_sample_individual	preferred_sample_sampling_event	in_pv_10	in_pv_20	in_pv_30	first_release	dna_prep	id_run	preQC_exclusion_reason	GADM	GADM_0	GADM_1	GADM_2	GADM_3	Species	public_exclusion_reason	median_distance_to_other_samples	internal_exclusion_reason	nearest_sample	nearest_sample_dist	nearest_sample_country	nearest_country	nearest_site	nearest_population	nearest_continent	Continent_mismatch	QC_pass	sub_population	analysis_sub_population	population	analysis_population	colouring_sub_population	in_analysis_set	subpopulation_colour	population_colour
VVX04332	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137.0	Indonesia	2009		VVX04332	87.12	Timika	Oceania	2009-02-23	day	UVD-93	DS_VVX04332	OS_VVX04332	SE_VVX04332	IN_UVD-93	57.3	6.08	4.79	0.0	1.5	1696981158	27507887	26366928	129285445	459.8	131.7	150	0.01489737	26.5	10766087	10455496	True	True	True	False	False	False	4.0	DNA	24977		https://gadm.org/maps/IDN/papua.html	IDN	papua			Pv	Analysis_set	0.020369989797472957		PNG_PVXMQ2006	0.012861448340117931	Papua New Guinea	Papua New Guinea	Madang	MSEA	Oceania	None	True	Indonesia: Papua	Indonesia: Papua	OCE	OCE	OCE: Indonesia, Papua	True	#a65628	#a65628
VVX04333	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137.0	Indonesia	2009		VVX04333	85.3	Timika	Oceania	2009-02-24	day	UVD-94	DS_VVX04333	OS_VVX04333	SE_VVX04333	IN_UVD-94	20.68	5.61	7.56	0.0	1.01	678922034	27580150	25750550	51986582	454.0	147.2	150	0.01749442	25.7	4042666	3854632	True	True	True	False	False	False	4.0	DNA	24977		https://gadm.org/maps/IDN/papua.html	IDN	papua			Pv	Analysis_set	0.02011433243751526		PNG_PVXMQ2006	0.012734320014715195	Papua New Guinea	Indonesia	Papua Indonesia	MSEA	Oceania	None	True	Indonesia: Papua	Indonesia: Papua	OCE	OCE	OCE: Indonesia, Papua	True	#a65628	#a65628
VVX04334	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137.0	Indonesia	2009		VVX04334	88.27	Timika	Oceania	2009-03-02	day	UVD-95	DS_VVX04334	OS_VVX04334	SE_VVX04334	IN_UVD-95	61.34	6.07	3.05	0.0	2.1	2221176018	27544894	26836503	142218142	446.4	129.2	150	0.01590064	26.7	11464966	11074772	True	True	True	False	False	False	4.0	DNA	24977		https://gadm.org/maps/IDN/papua.html	IDN	papua			Pv	Analysis_set	0.020423347130417824		PNG_PVXMQ2006	0.013216006569564342	Papua New Guinea	Indonesia	Papua Indonesia	MSEA	Oceania	None	True	Indonesia: Papua	Indonesia: Papua	OCE	OCE	OCE: Indonesia, Papua	True	#a65628	#a65628
VVX04335	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137.0	Indonesia	2009		VVX04335	86.98	Timika	Oceania	2009-03-04	day	UVD-96	DS_VVX04335	OS_VVX04335	SE_VVX04335	IN_UVD-96	48.29	7.35	3.79	0.0	1.37	1438421152	27170331	26230329	118251422	450.1	139.2	150	0.01512268	26.5	9033505	8707939	True	True	True	False	False	False	4.0	DNA	24977		https://gadm.org/maps/IDN/papua.html	IDN	papua			Pv	Analysis_set	0.020440679043531414		PNG_PVXMQ2006	0.013462485745549202	Papua New Guinea	Indonesia	Papua Indonesia	MSEA	Oceania	None	True	Indonesia: Papua	Indonesia: Papua	OCE	OCE	OCE: Indonesia, Papua	True	#a65628	#a65628
VVX04336	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137.0	Indonesia	2009		VVX04336	84.98	Timika	Oceania	2009-03-04	day	UVD-97	DS_VVX04336	OS_VVX04336	SE_VVX04336	IN_UVD-97	30.64	7.69	5.71	0.0	1.1	939683765	27055341	25620643	72514730	459.3	138.0	150	0.01593532	26.6	5756525	5523416	True	True	True	False	False	False	4.0	DNA	24977		https://gadm.org/maps/IDN/papua.html	IDN	papua			Pv	Analysis_set	0.020397478714585304		PNG_PVXMQ2006	0.013165563344955444	Papua New Guinea	Indonesia	Papua Indonesia	MSEA	Oceania	None	True	Indonesia: Papua	Indonesia: Papua	OCE	OCE	OCE: Indonesia, Papua	True	#a65628	#a65628
VVX04337	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137.0	Indonesia	2009		VVX04337	87.08	Timika	Oceania	2009-03-12	day	UVD-98	DS_VVX04337	OS_VVX04337	SE_VVX04337	IN_UVD-98	100.27	7.48	3.0	0.0	1.92	2813411143	27218349	26458045	216635472	461.5	134.0	150	0.0145551	27.5	18319775	17876185	True	True	True	False	False	False	4.0	DNA	24977		https://gadm.org/maps/IDN/papua.html	IDN	papua			Pv	Analysis_set	0.02039224095642567		VVX04357	0.011153812520205976	Indonesia	Indonesia	Papua Indonesia	MSEA	Oceania	None	True	Indonesia: Papua	Indonesia: Papua	OCE	OCE	OCE: Indonesia, Papua	True	#a65628	#a65628
VVX04338	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137.0	Indonesia	2009		VVX04338	88.86	Timika	Oceania	2009-03-17	day	UVD-99	DS_VVX04338	OS_VVX04338	SE_VVX04338	IN_UVD-99	76.53	4.3	4.23	0.0	2.08	2241796276	28015253	27081970	172928220	459.6	138.0	150	0.0152614	27.5	14452749	14043890	True	True	True	False	False	False	4.0	DNA	24977		https://gadm.org/maps/IDN/papua.html	IDN	papua			Pv	Analysis_set	0.02011648751795292		PNG_PVXMQ2006	0.012993378564715384	Papua New Guinea	Indonesia	Papua Indonesia	MSEA	Oceania	None	True	Indonesia: Papua	Indonesia: Papua	OCE	OCE	OCE: Indonesia, Papua	True	#a65628	#a65628
VVX04339	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137.0	Indonesia	2009		VVX04339	73.78	Timika	Oceania	2009-03-19	day	UVD-100	DS_VVX04339	OS_VVX04339	SE_VVX04339	IN_UVD-100	9.66	9.28	16.04	0.0	0.37	383566491	26542869	23230515	30711588	436.2	163.1	149	0.02046954	24.1	2015472	1867443	True	True	True	False	False	False	4.0	DNA	24977		https://gadm.org/maps/IDN/papua.html	IDN	papua			Pv	Analysis_set	0.02004031464457512		PNG_PVXMQ2006	0.013070931658148766	Papua New Guinea	Papua New Guinea	Madang	MSEA	Oceania	None	True	Indonesia: Papua	Indonesia: Papua	OCE	OCE	OCE: Indonesia, Papua	True	#a65628	#a65628
VVX04340	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137.0	Indonesia	2009		VVX04340	88.18	Timika	Oceania	2009-03-24	day	UVD-101	DS_VVX04340	OS_VVX04340	SE_VVX04340	IN_UVD-101	94.17	4.68	4.66	0.0	1.95	2722243386	27870000	26806225	225894037	457.9	129.3	150	0.01426979	27.3	17671045	17249627	True	True	True	False	False	False	4.0	DNA	24977		https://gadm.org/maps/IDN/papua.html	IDN	papua			Pv	Analysis_set	0.020518047735095024		PNG_PVXMQ2006	0.013148294761776924	Papua New Guinea	Papua New Guinea	Madang	MSEA	Oceania	None	True	Indonesia: Papua	Indonesia: Papua	OCE	OCE	OCE: Indonesia, Papua	True	#a65628	#a65628
VVX04341	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137.0	Indonesia	2009		VVX04341	90.97	Timika	Oceania	2009-05-14	day	UVD-106	DS_VVX04341	OS_VVX04341	SE_VVX04341	IN_UVD-106	90.18	2.81	3.15	0.0	2.54	2649428870	28363504	27724791	199645254	466.6	134.6	150	0.01622929	27.4	17148044	16635835	True	True	True	False	False	False	4.0	DNA	24977		https://gadm.org/maps/IDN/papua.html	IDN	papua			Pv	Analysis_set	0.020308680832386017		PNG_PVXMQ2006	0.013031839393079279	Papua New Guinea	Papua New Guinea	Madang	MSEA	Oceania	None	True	Indonesia: Papua	Indonesia: Papua	OCE	OCE	OCE: Indonesia, Papua	True	#a65628	#a65628
VVX04342	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137.0	Indonesia	2009		VVX04342	88.69	Timika	Oceania	2009-02-22	day	UVD-108	DS_VVX04342	OS_VVX04342	SE_VVX04342	IN_UVD-108	30.63	2.96	6.17	0.0	1.66	990183338	28283595	26982805	75146509	453.4	138.5	150	0.0173717	26.6	6007270	5738297	True	True	True	False	False	False	4.0	DNA	24977		https://gadm.org/maps/IDN/papua.html	IDN	papua			Pv	Analysis_set	0.01977031677961349		PNG_PVXMQ2006	0.012589394114911556	Papua New Guinea	Papua New Guinea	Madang	MSEA	Oceania	None	True	Indonesia: Papua	Indonesia: Papua	OCE	OCE	OCE: Indonesia, Papua	True	#a65628	#a65628
VVX04343	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137.0	Indonesia	2009		VVX04343	15.19	Timika	Oceania	2009-05-25	day	UVD-109	DS_VVX04343	OS_VVX04343	SE_VVX04343	IN_UVD-109	3.79	15.85	68.4	0.0	0.04	2294747141	24664888	7073757	13127789	443.4	148.6	150	0.01782924	25.4	696021	633440	False	True	True	False	False	False	4.0	DNA	24977		https://gadm.org/maps/IDN/papua.html	IDN	papua			Pv	Less_than_50pc_callable										None	False	Indonesia: Papua	unassigned	OCE	unassigned	unassigned	False	#d3d3d3	#d3d3d3
VVX04344	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137.0	Indonesia	2009		VVX04344	9.98	Timika	Oceania	2009-06-16	day	UVD-111	DS_VVX04344	OS_VVX04344	SE_VVX04344	IN_UVD-111	3.46	20.64	68.8	0.0	0.05	205034657	23252145	5400894	16026989	391.7	232.1	149	0.02898657	21.7	836670	727366	False	True	True	False	False	False	4.0	DNA	24977		https://gadm.org/maps/IDN/papua.html	IDN	papua			Pv	Less_than_50pc_callable										None	False	Indonesia: Papua	unassigned	OCE	unassigned	unassigned	False	#d3d3d3	#d3d3d3
VVX04345	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137.0	Indonesia	2009		VVX04345	83.76	Timika	Oceania	2009-02-26	day	UVD-112	DS_VVX04345	OS_VVX04345	SE_VVX04345	IN_UVD-112	18.25	5.84	9.12	0.0	0.76	613612593	27511228	25317133	44981390	458.8	145.4	150	0.01731016	25.5	3590709	3424307	True	True	True	False	False	False	4.0	DNA	24977		https://gadm.org/maps/IDN/papua.html	IDN	papua			Pv	Analysis_set	0.02040412276983261		PNG_PVXMQ2006	0.013129192404448986	Papua New Guinea	Indonesia	Papua Indonesia	MSEA	Oceania	None	True	Indonesia: Papua	Indonesia: Papua	OCE	OCE	OCE: Indonesia, Papua	True	#a65628	#a65628
VVX04346	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137.0	Indonesia	2009		VVX04346	63.75	Timika	Oceania	2009-06-26	day	UVD-113	DS_VVX04346	OS_VVX04346	SE_VVX04346	IN_UVD-113	8.01	11.09	24.41	0.0	0.24	334915846	26013430	20957882	26078606	439.3	168.5	149	0.02140979	23.7	1684904	1556581	True	True	True	False	False	False	4.0	DNA	24977		https://gadm.org/maps/IDN/papua.html	IDN	papua			Pv	Analysis_set	0.02001485414803028		PNG_PVXMQ2006	0.012796428985893726	Papua New Guinea	Indonesia	Papua Indonesia	MSEA	Oceania	None	True	Indonesia: Papua	Indonesia: Papua	OCE	OCE	OCE: Indonesia, Papua	True	#a65628	#a65628
VVX04347	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137.0	Indonesia	2009		VVX04347	86.77	Timika	Oceania	2009-07-27	day	UVD-115	DS_VVX04347	OS_VVX04347	SE_VVX04347	IN_UVD-115	25.71	3.46	8.08	0.0	1.17	849259208	28122066	26315204	66494662	441.6	138.0	150	0.01662879	26.2	5113700	4881381	True	True	True	False	False	False	4.0	DNA	24977		https://gadm.org/maps/IDN/papua.html	IDN	papua			Pv	Analysis_set	0.019595080986619		PNG_PVXMQ2006	0.012182959355413914	Papua New Guinea	Papua New Guinea	Madang	MSEA	Oceania	None	True	Indonesia: Papua	Indonesia: Papua	OCE	OCE	OCE: Indonesia, Papua	True	#a65628	#a65628
VVX04350	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137.0	Indonesia	2009		VVX04350	21.37	Timika	Oceania	2009-08-18	day	UVD-119	DS_VVX04350	OS_VVX04350	SE_VVX04350	IN_UVD-119	4.38	13.39	64.63	0.0	0.1	247926803	25408672	9917993	20675826	396.0	192.1	149	0.02787766	22.1	1071856	944193	False	True	True	False	False	False	4.0	DNA	24977		https://gadm.org/maps/IDN/papua.html	IDN	papua			Pv	Less_than_50pc_callable										None	False	Indonesia: Papua	unassigned	OCE	unassigned	unassigned	False	#d3d3d3	#d3d3d3
VVX04351	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137.0	Indonesia	2009		VVX04351	46.02	Timika	Oceania	2009-08-31	day	UVD-120	DS_VVX04351	OS_VVX04351	SE_VVX04351	IN_UVD-120	6.06	10.13	43.2	0.0	0.14	284574838	26298060	16767736	23999940	436.8	183.4	149	0.02295637	23.5	1359280	1234525	False	True	True	False	False	False	4.0	DNA	24977		https://gadm.org/maps/IDN/papua.html	IDN	papua			Pv	Less_than_50pc_callable										None	False	Indonesia: Papua	unassigned	OCE	unassigned	unassigned	False	#d3d3d3	#d3d3d3
VVX04353	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137.0	Indonesia	2009		VVX04353	77.36	Timika	Oceania	2009-10-13	day	UVD-126	DS_VVX04353	OS_VVX04353	SE_VVX04353	IN_UVD-126	10.96	7.18	14.47	0.0	0.47	446599235	27137723	23945372	39088615	422.1	154.8	149	0.02017098	24.6	2347230	2179569	True	True	True	False	False	False	4.0	DNA	24977		https://gadm.org/maps/IDN/papua.html	IDN	papua			Pv	Analysis_set	0.019969586282968518		PNG_PVXMQ2006	0.012849715538322927	Papua New Guinea	Indonesia	Papua Indonesia	MSEA	Oceania	None	True	Indonesia: Papua	Indonesia: Papua	OCE	OCE	OCE: Indonesia, Papua	True	#a65628	#a65628
VVX04354	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137.0	Indonesia	2009		VVX04354	21.5	Timika	Oceania	2009-10-14	day	UVD-127	DS_VVX04354	OS_VVX04354	SE_VVX04354	IN_UVD-127	4.33	14.24	63.65	0.0	0.09	246750156	25134103	9736038	21020257	389.9	192.2	149	0.02763972	22.2	1066815	943865	False	True	True	False	False	False	4.0	DNA	24977		https://gadm.org/maps/IDN/papua.html	IDN	papua			Pv	Less_than_50pc_callable										None	False	Indonesia: Papua	unassigned	OCE	unassigned	unassigned	False	#d3d3d3	#d3d3d3
VVX04355	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137.0	Indonesia	2009		VVX04355	85.06	Timika	Oceania	2009-11-02	day	UVD-130	DS_VVX04355	OS_VVX04355	SE_VVX04355	IN_UVD-130	99.21	8.32	4.87	0.0	1.24	2979995565	26863167	25600505	304648087	458.9	128.9	150	0.01426958	26.6	18529729	18021720	True	True	True	False	False	False	4.0	DNA	25056		https://gadm.org/maps/IDN/papua.html	IDN	papua			Pv	Analysis_set	0.02042560838162899		PNG_PVXMQ2006	0.013265255838632584	Papua New Guinea	Indonesia	Papua Indonesia	MSEA	Oceania	None	True	Indonesia: Papua	Indonesia: Papua	OCE	OCE	OCE: Indonesia, Papua	True	#a65628	#a65628
VVX04356	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137.0	Indonesia	2009		VVX04356	2.76	Timika	Oceania	2009-11-10	day	UVD-131	DS_VVX04356	OS_VVX04356	SE_VVX04356	IN_UVD-131	3.56	18.53	78.07	0.0	0.12	495487788	23974368	5654262	64134381	363.7	407.9	148	0.04931166	19.1	1690531	1346861	False	True	True	False	False	False	4.0	DNA	25056		https://gadm.org/maps/IDN/papua.html	IDN	papua			Pv	Less_than_50pc_callable										None	False	Indonesia: Papua	unassigned	OCE	unassigned	unassigned	False	#d3d3d3	#d3d3d3
VVX04357	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137.0	Indonesia	2009		VVX04357	87.64	Timika	Oceania	2009-11-11	day	UVD-132	DS_VVX04357	OS_VVX04357	SE_VVX04357	IN_UVD-132	279.78	5.48	3.79	0.0	2.57	8195629198	27764521	26816688	870897634	469.8	131.4	150	0.01499932	26.5	52729154	51266044	True	True	True	False	False	False	4.0	DNA	25056		https://gadm.org/maps/IDN/papua.html	IDN	papua			Pv	Analysis_set	0.02029011957347393		VVX04337	0.011153812520205976	Indonesia	Indonesia	Papua Indonesia	MSEA	Oceania	None	True	Indonesia: Papua	Indonesia: Papua	OCE	OCE	OCE: Indonesia, Papua	True	#a65628	#a65628
VVX04358	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137.0	Indonesia	2009		VVX04358	80.7	Timika	Oceania	2009-11-16	day	UVD-133	DS_VVX04358	OS_VVX04358	SE_VVX04358	IN_UVD-133	13.2	6.13	11.89	0.0	0.77	792025254	27438171	24836514	88858819	422.1	231.7	149	0.02825621	23.1	3544422	3115595	True	True	True	False	False	False	4.0	DNA	25056		https://gadm.org/maps/IDN/papua.html	IDN	papua			Pv	Analysis_set	0.02004750818014145		PNG_PVXMQ2006	0.012666095048189163	Papua New Guinea	Indonesia	Papua Indonesia	MSEA	Oceania	None	True	Indonesia: Papua	Indonesia: Papua	OCE	OCE	OCE: Indonesia, Papua	True	#a65628	#a65628
VVX04359	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137.0	Indonesia	2009		VVX04359	92.67	Timika	Oceania	2009-11-26	day	UVD-134	DS_VVX04359	OS_VVX04359	SE_VVX04359	IN_UVD-134	343.32	1.47	1.62	0.0	3.71	10342915668	28710435	28417681	1129249423	457.1	140.6	150	0.01678904	26.7	66841611	64695607	True	True	True	False	False	False	4.0	DNA	25056		https://gadm.org/maps/IDN/papua.html	IDN	papua			Pv	Analysis_set	0.02011149004101753		PNG_PVXMQ2006	0.01281971763819456	Papua New Guinea	Papua New Guinea	Madang	MSEA	Oceania	None	True	Indonesia: Papua	Indonesia: Papua	OCE	OCE	OCE: Indonesia, Papua	True	#a65628	#a65628
VVX04360	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137.0	Indonesia	2009		VVX04360	90.15	Timika	Oceania	2009-12-05	day	UVD-137	DS_VVX04360	OS_VVX04360	SE_VVX04360	IN_UVD-137	335.26	3.32	2.35	0.0	3.66	10443448117	28355841	27807648	1232293182	458.0	128.8	150	0.01849587	26.8	66397650	63356004	True	True	True	False	False	False	4.0	DNA	25056		https://gadm.org/maps/IDN/papua.html	IDN	papua			Pv	Analysis_set	0.020565666258335117		PNG_PVXMQ2006	0.013102976605296137	Papua New Guinea	Papua New Guinea	Madang	MSEA	Oceania	None	True	Indonesia: Papua	Indonesia: Papua	OCE	OCE	OCE: Indonesia, Papua	True	#a65628	#a65628
VVX04361	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137.0	Indonesia	2009		VVX04361	89.22	Timika	Oceania	2009-12-10	day	UVD-139	DS_VVX04361	OS_VVX04361	SE_VVX04361	IN_UVD-139	77.04	3.46	4.75	0.0	2.05	2700045089	28194245	27194363	320030759	450.1	142.5	149	0.0173083	25.3	15769299	15034992	True	True	True	False	False	False	4.0	DNA	25056		https://gadm.org/maps/IDN/papua.html	IDN	papua			Pv	Analysis_set	0.020354541018605232		PNG_PVXMQ2006	0.013056942261755466	Papua New Guinea	Indonesia	Papua Indonesia	MSEA	Oceania	None	True	Indonesia: Papua	Indonesia: Papua	OCE	OCE	OCE: Indonesia, Papua	True	#a65628	#a65628
VVX04362	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137.0	Indonesia	2009		VVX04362	88.49	Timika	Oceania	2009-12-10	day	UVD-140	DS_VVX04362	OS_VVX04362	SE_VVX04362	IN_UVD-140	247.45	4.94	3.22	0.0	2.83	7444123644	27933357	27152605	827135569	453.7	128.5	150	0.01526697	26.5	47272221	45836589	True	True	True	False	False	False	4.0	DNA	25056		https://gadm.org/maps/IDN/papua.html	IDN	papua			Pv	Analysis_set	0.02060716412961483		PNG_PVXMQ2006	0.012412479147315024	Papua New Guinea	Papua New Guinea	Madang	MSEA	Oceania	None	True	Indonesia: Papua	Indonesia: Papua	OCE	OCE	OCE: Indonesia, Papua	True	#a65628	#a65628
VVX04363	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137.0	Indonesia	2010		VVX04363	89.79	Timika	Oceania	2010-01-18	day	UVD-142	DS_VVX04363	OS_VVX04363	SE_VVX04363	IN_UVD-142	214.28	4.23	2.42	0.0	3.05	6484912153	28066436	27489313	716724218	461.3	130.4	150	0.01632633	26.5	41159448	39624287	True	True	True	False	False	False	4.0	DNA	25056		https://gadm.org/maps/IDN/papua.html	IDN	papua			Pv	Analysis_set	0.02058948017656803		PNG_PVXMQ2006	0.013452820479869844	Papua New Guinea	Indonesia	Papua Indonesia	MSEA	Oceania	None	True	Indonesia: Papua	Indonesia: Papua	OCE	OCE	OCE: Indonesia, Papua	True	#a65628	#a65628
VVX04369	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137.0	Indonesia	2010		VVX04369	87.39	Timika	Oceania	2010-03-11	day	UVD-154	DS_VVX04369	OS_VVX04369	SE_VVX04369	IN_UVD-154	63.07	5.66	4.55	0.0	1.88	2207030239	27635829	26588526	240361800	448.7	145.9	149	0.01819409	25.3	12796535	12130585	True	True	True	False	False	False	4.0	DNA	25056		https://gadm.org/maps/IDN/papua.html	IDN	papua			Pv	Analysis_set	0.020416902378201485		PNG_PVXMQ2006	0.013449830003082752	Papua New Guinea	Indonesia	Papua Indonesia	MSEA	Oceania	None	True	Indonesia: Papua	Indonesia: Papua	OCE	OCE	OCE: Indonesia, Papua	True	#a65628	#a65628
VVX04377	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137.0	Indonesia	2015		VVX04377	0.68	Timika	Oceania	2015-04-29	day	UVP-5	DS_VVX04377	OS_VVX04377	SE_VVX04377	IN_UVP-5	6.38	39.67	59.0	0.0	0.13	2376825007	19281681	9406445	298780831	339.7	192.6	150	0.03679761	20.6	2596225	1977907	False	True	True	False	False	False	4.0	DNA	25552		https://gadm.org/maps/IDN/papua.html	IDN	papua			Pf,Pv	Less_than_50pc_callable										None	False	Indonesia: Papua	unassigned	OCE	unassigned	unassigned	False	#d3d3d3	#d3d3d3
VVX04381	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137.0	Indonesia	2015		VVX04381	89.62	Timika	Oceania	2015-08-18	day	UVP-14	DS_VVX04381	OS_VVX04381	SE_VVX04381	IN_UVP-14	278.02	4.35	2.24	0.0	3.27	8220932841	28079040	27549325	818075871	465.2	130.1	150	0.01673952	26.6	52992315	51221803	True	True	True	False	False	False	4.0	DNA	25056		https://gadm.org/maps/IDN/papua.html	IDN	papua			Pv	Analysis_set	0.020311027765274048		PNG_PVXMQ2006	0.013223794288933277	Papua New Guinea	Papua New Guinea	Madang	MSEA	Oceania	None	True	Indonesia: Papua	Indonesia: Papua	OCE	OCE	OCE: Indonesia, Papua	True	#a65628	#a65628
VVX04383	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137.0	Indonesia	2015		VVX04383	89.82	Timika	Oceania	2015-09-04	day	UVP-16	DS_VVX04383	OS_VVX04383	SE_VVX04383	IN_UVP-16	298.45	3.51	2.89	0.0	3.26	8977376128	28255116	27584511	908477608	482.2	134.7	150	0.01669517	26.7	57614691	55518391	True	True	True	False	False	False	4.0	DNA	25056		https://gadm.org/maps/IDN/papua.html	IDN	papua			Pv	Analysis_set	0.020348271355032917		PNG_PVXMQ2006	0.013247056864202024	Papua New Guinea	Indonesia	Papua Indonesia	MSEA	Oceania	None	True	Indonesia: Papua	Indonesia: Papua	OCE	OCE	OCE: Indonesia, Papua	True	#a65628	#a65628
VVX04384	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137.0	Indonesia	2015		VVX04384	90.3	Timika	Oceania	2015-10-09	day	UVP-17	DS_VVX04384	OS_VVX04384	SE_VVX04384	IN_UVP-17	258.5	3.78	2.27	0.0	3.14	7722713588	28168483	27652557	739705361	484.3	130.3	150	0.01587187	26.7	49555163	47886048	True	True	True	False	False	False	4.0	DNA	25056		https://gadm.org/maps/IDN/papua.html	IDN	papua			Pv	Analysis_set	0.02056314051151276		PNG_PVXMQ2006	0.013228166848421095	Papua New Guinea	Indonesia	Papua Indonesia	MSEA	Oceania	None	True	Indonesia: Papua	Indonesia: Papua	OCE	OCE	OCE: Indonesia, Papua	True	#a65628	#a65628
VVX11700	1157-PV-MULTI-PRICE	Jalalabad	34.4344	70.4612	Afghanistan	2014	ERR2351666	VVX11700	1.58	Jalalabad	Asia	2014-08-18	day	AF001-002_D0	DS_VVX11700	OS_VVX11700	SE_VVX11700	IN_AF001-002	2.41	36.34	61.52	0.0	0.03	1642889317	18707818	1165801	9445956	374.5	164.2	150	0.02570689	22.6	434350	372562	False	True	True	False	False	False	4.0	DNA	24977		https://gadm.org/maps/AFG/nangarhar/jalalabad.html	AFG	nangarhar	jalalabad		Pv	Less_than_50pc_callable										None	False	Afghanistan: Nangarhar	unassigned	WAS	unassigned	unassigned	False	#d3d3d3	#d3d3d3
VVX11701	1157-PV-MULTI-PRICE	Jalalabad	34.4344	70.4612	Afghanistan	2014	ERR2351667	VVX11701	0.04	Jalalabad	Asia	2014-08-18	day	AF001-003_D0	DS_VVX11701	OS_VVX11701	SE_VVX11701	IN_AF001-003	3.4	91.66	7.76	0.0	0.02	2553415446	2642767	195866	11691628	349.4	198.6	150	0.04196197	17.7	172188	130699	False	True	True	False	False	False	4.0	DNA	24977		https://gadm.org/maps/AFG/nangarhar/jalalabad.html	AFG	nangarhar	jalalabad		-	Less_than_50pc_callable										None	False	Afghanistan: Nangarhar	unassigned	WAS	unassigned	unassigned	False	#d3d3d3	#d3d3d3
VVX11702	1157-PV-MULTI-PRICE	Jalalabad	34.4344	70.4612	Afghanistan	2014	ERR2351668	VVX11702	0.11	Jalalabad	Asia	2014-08-18	day	AF001-004_D0	DS_VVX11702	OS_VVX11702	SE_VVX11702	IN_AF001-004	1.98	50.75	48.59	0.0	0.03	963939497	14819743	360118	11616430	346.1	271.1	150	0.04333471	19.8	451286	368087	False	True	True	False	False	False	4.0	DNA	24977		https://gadm.org/maps/AFG/nangarhar/jalalabad.html	AFG	nangarhar	jalalabad		Pv	Less_than_50pc_callable										None	False	Afghanistan: Nangarhar	unassigned	WAS	unassigned	unassigned	False	#d3d3d3	#d3d3d3
VVX11703	1157-PV-MULTI-PRICE	Jalalabad	34.4344	70.4612	Afghanistan	2014	ERR2351669	VVX11703,VVX11913	0.13	Jalalabad	Asia	2014-08-23	day	AF001-005_D0	DS_VVX11703	OS_VVX11703	SE_VVX11703	IN_AF001-005	1.95	57.86	41.46	0.0	0.03	1972740440	12844704	365730	10979663	355.4	262.7	150	0.04022616	20.6	341160	273783	False	False	True	False	False	False	4.0	DNA	24977		https://gadm.org/maps/AFG/nangarhar/jalalabad.html	AFG	nangarhar	jalalabad		Pv	Lower_covered_duplicate										None	False	Afghanistan: Nangarhar	unassigned	WAS	unassigned	unassigned	False	#d3d3d3	#d3d3d3
